PCardID,PName,Sex,Age
130502199911232284,韩玉祥君            ,0,21
13050220130407478X,陈小霞              ,0,7
130502201406013988,陈珠英              ,0,6
130503193511050309,李建敏              ,0,85
13050319410402401X,李诚                ,1,79
130503194604260297,韩祎                ,1,74
130503196406093706,任妍瑛              ,0,56
130503196502230475,陈钊良              ,1,55
130503196507081368,陈蓓蓓              ,0,55
130503197807203907,黄雨                ,0,42
130503199012040090,江敏杰              ,1,30
130503199303271892,马晓峰              ,1,27
130503200606224124,王巧霞              ,0,14
130521193010281291,吴学辉              ,1,90
130521193503111215,张键                ,1,85
130521193904270559,梁谷晨              ,1,81
130521197804120383,井立芹              ,0,42
130521198103301290,李宗玮              ,1,39
130522193106053927,鲍晓仙              ,0,89
130522194403182543,陶莉                ,0,76
130522195004273530,章迪                ,1,70
130522196607194123,刘东芳              ,0,54
130522196808290947,唐亚英              ,0,52
130522197409142909,张新霞              ,0,46
130522198206281292,胡响超              ,1,38
130522199811100693,胡斌斌              ,1,22
130522200009142509,李润芬              ,0,20
13052220040503434X,范群芬              ,0,16
130522200801011123,舒晓玲              ,0,12
130522201303043434,宿林                ,1,7
130522201307062499,陈可植              ,1,7
130522201501301705,李玉芝              ,0,5
130522201502232895,邹粉善              ,1,5
130522201601313551,项巍                ,1,4
130523193203312392,董舸                ,1,88
130523193310072216,刘蕤                ,1,87
130523193509272573,邓林                ,1,85
130523193707042541,雷玲                ,0,83
130523194410281730,姜叶峰              ,1,76
13052319470918496X,胡小霞              ,0,73
130523195801124358,曾立                ,1,62
130523197105064645,刘中珍              ,0,49
130523200609021678,沈建阳              ,1,14
130523200907121781,朱颖茜              ,0,11
130524193803141837,陆旭                ,1,82
130524195307153117,李观旭              ,1,67
130524196710040950,鲁毅                ,1,53
130524200110303875,金昊                ,1,19
130525193112133789,刘翠丽              ,0,89
130525193504070502,方文丽              ,0,85
130525194201241241,曹静娴              ,0,78
130525195302284456,梁君雄              ,1,67
130525195702254977,柳孟成              ,1,63
130525195811111801,吴晓丹              ,0,62
130525196904222652,曾法余              ,1,51
130525197203202039,吴青峰              ,1,48
130525197512064792,殷旭                ,1,45
130525198812194438,戚旭雄              ,1,32
130525199506150431,刘刚                ,1,25
130525200805141207,陆先玲              ,0,12
130525201003061381,朱岚                ,0,10
130525201303261879,连儒                ,1,7
130526195905313697,邱卫东              ,1,61
130526196006091685,石冰沁              ,0,60
130526197612290638,张经诗              ,1,44
130526199109281928,刘德敏              ,0,29
130526201308183239,李晓军              ,1,7
130526201704232936,陈玉烨              ,1,3
130527193509274347,董凤霞              ,0,85
130527193609124039,卜章绍              ,1,84
130527194003304339,余解                ,1,80
130527197410123870,蓝俊龙              ,1,46
130527197511052688,徐路平              ,0,45
130527201303014088,王惜芳              ,0,7
130528193409272826,戴丽晓              ,0,86
130528194208220581,莫爱莲              ,0,78
130528196306211450,沈卫毅              ,1,57
130528196512173555,舒其伟              ,1,55
130528196711101204,蔡郁蓓              ,0,53
130528198702011054,伍燕飞              ,1,33
130528198708154793,马威                ,1,33
130528198809051814,韩思良              ,1,32
130528199101223275,屈秀虎              ,1,29
130528200205181052,吴珠连              ,1,18
130528201201203802,赵江莉              ,0,8
130528201307104087,易丽                ,0,7
130529193808261549,葛洁                ,0,82
130529194005292565,张东平              ,0,80
130529195008192257,朱兴力              ,1,70
130529195809051518,郑建波              ,1,62
130529197109240296,付锦厚              ,1,49
130529197111073933,赵蔚                ,1,49
130529197311300790,吴凯瑜              ,1,47
130529198109091846,顾文君              ,0,39
130529198306222905,黄滢                ,0,37
13052919841231255X,周阿明              ,1,36
130529199303120772,梁阳明              ,1,27
130529199607121598,毛华强              ,1,24
130529200604192556,梁嘉恩              ,1,14
130530193304133565,谭滢                ,0,87
130530193711220412,魏云连              ,1,83
130530194508124091,柴宗文              ,1,75
130530195507132051,黄麟越              ,1,65
130530195809220209,焦永花              ,0,62
130530197510032448,孙海霞              ,0,45
130531193908041297,孙刚                ,1,81
130531194008310847,赵瑞萍              ,0,80
130531194904054503,金丽菊              ,0,71
130531195705202723,汤晓雯              ,0,63
130531197306173522,宋嘉楣              ,0,47
130531199410191420,曾敏                ,0,26
130531199704142958,顾坚                ,1,23
130531200402252751,王剑峰              ,1,16
130532193204242978,黄桂钊              ,1,88
130532193901184013,宫甜甜              ,1,81
130532196409094351,李朋                ,1,56
13053219650608397X,马浩宇              ,1,55
130532198811071659,张昭贵              ,1,32
130532199510213494,徐立新              ,1,25
130532199804163533,金哲军              ,1,22
130532201212084639,刘汉波              ,1,8
130532201601223225,赵雯娴              ,0,4
130533193111221728,王风丽              ,0,89
130533193210252757,罗心悦              ,1,88
130533194602244451,蔡华辉              ,1,74
130533194808013982,尹丽娟              ,0,72
13053319520809199X,杨桂馥              ,1,68
130533196204180359,张宗健              ,1,58
130533196706231881,赵秀丽              ,0,53
130533197609220114,符明华              ,1,44
130533198308010230,王义荣              ,1,37
130533199104251790,胡俊松              ,1,29
130533199409210236,张有岑              ,1,26
130534193011212273,李珍婆              ,1,90
13053419380209201X,王香爱              ,1,82
130534196705060909,芦玉红              ,0,53
130534200202120892,王铭扬              ,1,18
130534200310083160,钱瑛                ,0,17
130535193605020005,林红燕              ,0,84
130535195410174230,徐德胜              ,1,66
130535196511230937,王冬顺              ,1,55
130535197308081483,黄吉芳              ,0,47
130535198509161943,吴瑶                ,0,35
130581193101142672,李克用              ,1,89
130581194602022905,徐庆玲              ,0,74
130581194703270297,王静宜              ,1,73
130581195007151993,何素华              ,1,70
130581196002071905,梅露红              ,0,60
130581197608312130,俞黄华              ,1,44
130581198712161357,刘新颜              ,1,33
130581200603170668,赖晓燕              ,0,14
130581201108291897,黄山                ,1,9
130582193412272796,田海岩              ,1,86
130582194011192378,马意星              ,1,80
130582194703204819,归占举              ,1,73
130582194903011851,谭明辉              ,1,71
130582196601310513,郑召云              ,1,54
130582199509060818,张雷                ,1,25
130582199604091401,郭锦婷              ,0,24
130582200210042362,沈水平              ,0,18
1305822004053199 7,余冬                ,1,16
130582200805271260,赵彦敏              ,0,12
130582201302082833,郭行健              ,1,7
130602193205024558,魁宝林              ,1,88
130602193807223570,闫永磊              ,1,82
130602194109264011,杨东海              ,1,79
130602194802193987,林红霞              ,0,72
130602194808213686,陆帅花              ,0,72
130602196002082954,付勇                ,1,60
130602196311233998,赵源畴              ,1,57
13060219740719473X,谢月元              ,1,46
130602198804203753,左坚                ,1,32
130602201611141618,陈立辉              ,1,4
130606193509234939,冯勇                ,1,85
130606193512100173,何德全              ,1,85
130606194406052838,都周云              ,1,76
130606195503092035,徐中华              ,1,65
130606195707170496,黄际民              ,1,63
130606196211124407,彭晓莉              ,0,58
130606196702074766,莫红艳              ,0,53
13060619930106312X,施聪玲              ,0,27
130606199909212795,沈家琪              ,1,21
130606200802280259,何骏杰              ,1,12
130606201302173478,薛催岭              ,1,7
130607195401264680,王花珍              ,0,66
130607195804282808,杨宝玲              ,0,62
130607195811082935,曹振华              ,1,62
130607195811260930,庄彬                ,1,62
130607196405184316,郑磊                ,1,56
130607197610281427,薛翠婷              ,0,44
130607197906073600,张小梅              ,0,41
130607197910133880,戴一珍              ,0,41
130607198306112391,王耀光              ,1,37
130607198603231311,丁海山              ,1,34
130607200301173339,俞锦斌              ,1,17
